*****RestoreLuaState
**Restoring ref list
Reading key:TASK_FormationFleeState, resolveRef:0
Reading key:mkr_mon_north2, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_SquadProductionQueue, resolveRef:0
Reading value:[3670016], resolveRef:0
Reading key:SCARTYPE_RESOURCEAMOUNT, resolveRef:0
Reading value:[1919251297], resolveRef:0
Reading key:monReinforcePhase2Delay, resolveRef:0
Reading value:[297.000000], resolveRef:0
Reading key:VF_ComponentChatControl, resolveRef:0
Reading value:table, resolveRef:0
Reading key:g_playersWithLeader, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_AccessoryWeaponFired, resolveRef:0
Reading value:[2752512], resolveRef:0
Reading key:PBGTYPE_Upgrade, resolveRef:0
Reading value:[3407872], resolveRef:0
Reading key:MUSIC_EXPLORE, resolveRef:0
Reading value:mus_combat_intensity_state_exp, resolveRef:0
Reading key:AIEncounterType_Move, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:AITacticTargetPreference_NearAndBest, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_ChallengeCustomEvent, resolveRef:0
Reading value:[9371648], resolveRef:0
Reading key:CE_CHIIMPADDGOLDBASETAX, resolveRef:0
Reading value:[35], resolveRef:0
Reading key:CE_ACHIEVDANECAMPLOOTED, resolveRef:0
Reading value:[12], resolveRef:0
Reading key:__t_SquadMoveToAttackMove, resolveRef:0
Reading value:table, resolveRef:0
Reading key:g_army_id_index, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:CANPRODUCE_OutOfReinforceRadius, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_FieldSupportChange, resolveRef:0
Reading value:[3407872], resolveRef:0
Reading key:CE_MONKURULTAIHEALAMOUNT, resolveRef:0
Reading value:[58], resolveRef:0
Reading key:GE_PlayerPhaseUp, resolveRef:0
Reading value:[6422528], resolveRef:0
Reading key:sg_rus_intro3, resolveRef:0
Reading value:table, resolveRef:0
Reading key:LOOP_TOGGLE_DIRECTION, resolveRef:0
Reading value:table, resolveRef:0
Reading key:SCMD_DefuseMine, resolveRef:0
Reading value:table, resolveRef:0
Reading key:SURRENDERED, resolveRef:0
Reading value:table, resolveRef:0
Reading key:TFF_NotNearPlayerStartingPositions, resolveRef:0
Reading value:[256], resolveRef:0
Reading key:SCMD_InstantUpgrade, resolveRef:0
Reading value:table, resolveRef:0
Reading key:PBG_MoveType, resolveRef:0
Reading value:[2097152], resolveRef:0
Reading key:PCMD_CheatRevealAll, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AT_SQUARE, resolveRef:0
Reading value:icons/minimap/area_square, resolveRef:0
Reading key:PCMD_InstantUpgrade, resolveRef:0
Reading value:table, resolveRef:0
Reading key:mkr_ford2_attack1, resolveRef:0
Reading value:table, resolveRef:0
Reading key:PCMD_ResourceDonation, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GD_EASY, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:GE_SquadTeleported, resolveRef:0
Reading value:[4980736], resolveRef:0
Reading key:FO_OR, resolveRef:0
Reading value:table, resolveRef:0
Reading key:Colour_Ally, resolveRef:0
Reading value:table, resolveRef:0
Reading key:PCMD_UpgradeRemove, resolveRef:0
Reading value:table, resolveRef:0
Reading key:BS_Gates, resolveRef:0
Reading value:table, resolveRef:0
Reading key:COUNT, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_PlayerObjectiveDeleted, resolveRef:0
Reading value:[6291456], resolveRef:0
Reading key:t_allArmies, resolveRef:0
Reading value:table, resolveRef:0
Reading key:OS_Off, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AIEncounterType_DefendArea, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:CE_CHIDYNASTYUNITSPAWNSPIRITWAYINFLUENCED, resolveRef:0
Reading value:[34], resolveRef:0
Reading key:WR_OBJECTIVECOMPLETE, resolveRef:0
Reading value:[5], resolveRef:0
Reading key:FO_AND, resolveRef:0
Reading value:table, resolveRef:0
Reading key:TFF_Infantry, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:UIE_AllyAttacked, resolveRef:0
Reading value:table, resolveRef:0
Reading key:SCMD_RespondToBeingBreached, resolveRef:0
Reading value:table, resolveRef:0
Reading key:R_UNDEFINED, resolveRef:0
Reading value:table, resolveRef:0
Reading key:WR_RELICHUNT, resolveRef:0
Reading value:[8], resolveRef:0
Reading key:CMD_AttackMove, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackMoveStyle_normal, resolveRef:0
Reading value:table, resolveRef:0
Reading key:value_wood, resolveRef:0
Reading value:[1.100000], resolveRef:0
Reading key:HPAT_CoverGreen, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CE_ACHIEVNETWORKOFCASTLESDOWN, resolveRef:0
Reading value:[20], resolveRef:0
Reading key:GE_SquadRetreatMsgReceived, resolveRef:0
Reading value:[4128768], resolveRef:0
Reading key:mkr_ford3_attack1, resolveRef:0
Reading value:table, resolveRef:0
Reading key:TASK_FormationMinRangeState, resolveRef:0
Reading value:table, resolveRef:0
Reading key:IS_LESS_THAN_OR_EQUAL, resolveRef:0
Reading value:table, resolveRef:0
Reading key:ECAV_ExecuterIsOwn, resolveRef:0
Reading value:table, resolveRef:0
Reading key:currentFord, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:SCMD_DefuseCharge, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CE_CASTLEAGEUPDELAY, resolveRef:0
Reading value:[33], resolveRef:0
Reading key:AIMET_AttackStructure, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CE_ACHIEVSTOPMONGOLENTERCITY, resolveRef:0
Reading value:[29], resolveRef:0
Reading key:TACTIC_ForceAttack, resolveRef:0
Reading value:table, resolveRef:0
Reading key:DO_NOTHING, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:g_sbp_to_unit_type, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_TickerValuesUpdated, resolveRef:0
Reading value:[8519680], resolveRef:0
Reading key:GE_AbilityExecuted, resolveRef:0
Reading value:[2424832], resolveRef:0
Reading key:MUSIC_SILENT, resolveRef:0
Reading value:silent, resolveRef:0
Reading key:HUDF_CommandCard, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CT_Medic, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_WallWalked, resolveRef:0
Reading value:[5701632], resolveRef:0
Reading key:AICombatRangePolicy_Default, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CMD_Teleport, resolveRef:0
Reading value:table, resolveRef:0
Reading key:VF_ComponentTitles, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CE_ABBCAMELSUPPORTTRACKING, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:CANPRODUCE_ProductionQueueFull, resolveRef:0
Reading value:table, resolveRef:0
Reading key:HUDF_AbilityCard, resolveRef:0
Reading value:table, resolveRef:0
Reading key:STANCE_Attack, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CMD_SetHoldHeading, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AIMET_Capture, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CE_MONKCONVERSIONTRACKING, resolveRef:0
Reading value:[57], resolveRef:0
Reading key:EXTID_MoveType, resolveRef:0
Reading value:movetype_ext, resolveRef:0
Reading key:DV_Visible, resolveRef:0
Reading value:table, resolveRef:0
Reading key:VF_Components, resolveRef:0
Reading value:table, resolveRef:0
Reading key:EXTID_Crushee, resolveRef:0
Reading value:crushee_ext, resolveRef:0
Reading key:MAT_Squad, resolveRef:0
Reading value:table, resolveRef:0
Reading key:TFF_InMostClumpedSector, resolveRef:0
Reading value:[128], resolveRef:0
Reading key:CMD_RallyPoint, resolveRef:0
Reading value:table, resolveRef:0
Reading key:eg_allWoodResources, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AIMTT_wonder, resolveRef:0
Reading value:[7], resolveRef:0
Reading key:monReinforcePhase4Delay, resolveRef:0
Reading value:[9999], resolveRef:0
Reading key:__stagRetreatSG, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CMD_Vault, resolveRef:0
Reading value:table, resolveRef:0
Reading key:SCMD_Capture, resolveRef:0
Reading value:table, resolveRef:0
Reading key:HPAT_FormationSetup, resolveRef:0
Reading value:table, resolveRef:0
Reading key:HIGHLIGHT_PRIMARY, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AISniperReactionMode_None, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:attackCooldown, resolveRef:0
Reading value:[60], resolveRef:0
Reading key:LAH_Justify, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CE_ACHIEVBEGINSACREDSITECAPTURE, resolveRef:0
Reading value:[8], resolveRef:0
Reading key:CMD_Enable, resolveRef:0
Reading value:table, resolveRef:0
Reading key:UIE_CommandPointGained, resolveRef:0
Reading value:table, resolveRef:0
Reading key:SCMD_SetMoveType, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CE_ABBMEDICALCENTERHEALTRACKING, resolveRef:0
Reading value:[3], resolveRef:0
Reading key:TASK_SquadCombat, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_PathFound, resolveRef:0
Reading value:[2818048], resolveRef:0
Reading key:TASK_SquadPickUp, resolveRef:0
Reading value:table, resolveRef:0
Reading key:UIE_StrategicPointSecured, resolveRef:0
Reading value:table, resolveRef:0
Reading key:sg_mon_attacknorth, resolveRef:0
Reading value:table, resolveRef:0
Reading key:NO_QUEUE, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:PITEM_Upgrade, resolveRef:0
Reading value:table, resolveRef:0
Reading key:TARGET_ORDER_RANDOM, resolveRef:0
Reading value:random, resolveRef:0
Reading key:SCARTYPE_SGROUP, resolveRef:0
Reading value:[1936138272], resolveRef:0
Reading key:CE_ACHIEVSUBUTAIBEATSBATU, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:GE_SquadFreezing, resolveRef:0
Reading value:[4653056], resolveRef:0
Reading key:GE_PlayerWin, resolveRef:0
Reading value:[1048832], resolveRef:0
Reading key:LOCATION_ASSOCIATION_DISTANCE, resolveRef:0
Reading value:[40], resolveRef:0
Reading key:UIE_SquadFreezing, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CE_ACHIEVALLGOLDCHESTSPATAY, resolveRef:0
Reading value:[6], resolveRef:0
Reading key:prefabs_config, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AII_RemoteHumanTakeover, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AIMET_EnemyClump, resolveRef:0
Reading value:table, resolveRef:0
Reading key:PCMD_Upgrade, resolveRef:0
Reading value:table, resolveRef:0
Reading key:SCMD_Upgrade, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CMD_FieldSupportConvert, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_SpeechWarningAction, resolveRef:0
Reading value:[7798784], resolveRef:0
Reading key:FEL_SemiModal, resolveRef:0
Reading value:table, resolveRef:0
Reading key:VF_Default, resolveRef:0
Reading value:table, resolveRef:0
Reading key:__AI_enableDebugData, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:t_allRunningPlaybills, resolveRef:0
Reading value:table, resolveRef:0
Reading key:SCARTYPE_SCARPOS, resolveRef:0
Reading value:[1936748403], resolveRef:0
Reading key:TEAM_ENEMIES, resolveRef:0
Reading value:table, resolveRef:0
Reading key:DEFAULT_CINEMATIC_HIDDEN_GAME_COMPONENT_FLAGS, resolveRef:0
Reading value:table, resolveRef:0
Reading key:mkr_rus_strel_spawn2, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_EntityWrecked, resolveRef:0
Reading value:[720896], resolveRef:0
Reading key:EXTID_Ability, resolveRef:0
Reading value:ability_ext, resolveRef:0
Reading key:AIMTT_wall, resolveRef:0
Reading value:[6], resolveRef:0
Reading key:CE_HREHEALINGAURA, resolveRef:0
Reading value:[48], resolveRef:0
Reading key:CMD_Paradrop, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CE_FORMIGNYVICTORYHARD, resolveRef:0
Reading value:[45], resolveRef:0
Reading key:AICombatRangePolicy_Ranged_MaxRange, resolveRef:0
Reading value:table, resolveRef:0
Reading key:UIE_EnemyTerritoryEntered, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_UpgradeCancelled, resolveRef:0
Reading value:[7602176], resolveRef:0
Reading key:GE_EntityPrecached, resolveRef:0
Reading value:[1179904], resolveRef:0
Reading key:PBG_Camera, resolveRef:0
Reading value:[4653312], resolveRef:0
Reading key:IT_P_Default, resolveRef:0
Reading value:icons/objectives/objectives_generic_small, resolveRef:0
Reading key:OBJ_AttackMongols, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CE_SULBERRYENHANCE, resolveRef:0
Reading value:[69], resolveRef:0
Reading key:mkr_mon_river3, resolveRef:0
Reading value:table, resolveRef:0
Reading key:UIE_StrategicPointReverting, resolveRef:0
Reading value:table, resolveRef:0
Reading key:mkr_rusintrospawn2, resolveRef:0
Reading value:table, resolveRef:0
Reading key:VF_ComponentReplayControls, resolveRef:0
Reading value:table, resolveRef:0
Reading key:mkr_monbackup1, resolveRef:0
Reading value:table, resolveRef:0
Reading key:WALLA_CAMP_CELEBRATE_MEDIUM, resolveRef:0
Reading value:sfx_campaign_scripted_medium_group_celebrate, resolveRef:0
Reading key:mkr_streltsy_target, resolveRef:0
Reading value:table, resolveRef:0
Reading key:g_all_categories, resolveRef:0
Reading value:table, resolveRef:0
Reading key:LIST, resolveRef:0
Reading value:table, resolveRef:0
Reading key:VF_VisualArcs, resolveRef:0
Reading value:table, resolveRef:0
Reading key:t_TypeToBlueprint_Ages, resolveRef:0
Reading value:table, resolveRef:0
Reading key:SCMD_Gather, resolveRef:0
Reading value:table, resolveRef:0
Reading key:MissionRecipe, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CMD_InstantDeath, resolveRef:0
Reading value:table, resolveRef:0
Reading key:mkr_monford1_3, resolveRef:0
Reading value:table, resolveRef:0
Reading key:PBG_Upgrade, resolveRef:0
Reading value:[3407872], resolveRef:0
Reading key:CE_DEERSTONESSTONEBONUS, resolveRef:0
Reading value:[39], resolveRef:0
Reading key:SQUADEXTID_MoveType, resolveRef:0
Reading value:squad_move_type_ext, resolveRef:0
Reading key:CE_CHISPYREVEALVILLAGERS, resolveRef:0
Reading value:[38], resolveRef:0
Reading key:CMD_InstantLoad, resolveRef:0
Reading value:table, resolveRef:0
Reading key:COMBAT_AREA_TYPE_SPAWN, resolveRef:0
Reading value:spawn, resolveRef:0
Reading key:TACTIC_MinRange, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AID_EASY, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:aiDataDictionaryRegisteredNames, resolveRef:0
Reading value:table, resolveRef:0
Reading key:MAT_Ability, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_PlayerBeingAttacked, resolveRef:0
Reading value:[5046272], resolveRef:0
Reading key:RT_Command, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:sg_rus_villagers1, resolveRef:0
Reading value:table, resolveRef:0
Reading key:UI_Intersection, resolveRef:0
Reading value:table, resolveRef:0
Reading key:NIS_OPENING, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:FN_LuaTableQuery, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CMD_Brace, resolveRef:0
Reading value:table, resolveRef:0
Reading key:FEL_FullscreenModal, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AITacticTargetPreference_None, resolveRef:0
Reading value:table, resolveRef:0
Reading key:FEL_Widget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:eg_allFishResources, resolveRef:0
Reading value:table, resolveRef:0
Reading key:PBG_TurnPlan, resolveRef:0
Reading value:[3342336], resolveRef:0
Reading key:GE_AIPlayer_Migrated, resolveRef:0
Reading value:[7143424], resolveRef:0
Reading key:_NarrativeHorseSpeedModifiers, resolveRef:0
Reading value:table, resolveRef:0
Reading key:MAT_WeaponType, resolveRef:0
Reading value:table, resolveRef:0
Reading key:ITEM_LOCKED, resolveRef:0
Reading value:table, resolveRef:0
Reading key:ECAV_ExecuterIsAlly, resolveRef:0
Reading value:table, resolveRef:0
Reading key:SCARTYPE_PLAYER, resolveRef:0
Reading value:[1886157170], resolveRef:0
Reading key:HPAT_Detonation, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AID_NORMAL, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:BS_ProductionBuilding, resolveRef:0
Reading value:table, resolveRef:0
Reading key:DST_FURTHEST_HIDDEN, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:_WorldBuilder_PrefabData, resolveRef:0
Reading value:table, resolveRef:0
Reading key:VF_VisualEntityColors, resolveRef:0
Reading value:table, resolveRef:0
Reading key:mkr_cat_southford_wall_start, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_SquadPinned, resolveRef:0
Reading value:[3604480], resolveRef:0
Reading key:mkr_russtartingarmynorth, resolveRef:0
Reading value:table, resolveRef:0
Reading key:IS_NOT_EQUAL, resolveRef:0
Reading value:table, resolveRef:0
Reading key:FEL_Hud, resolveRef:0
Reading value:table, resolveRef:0
Reading key:BS_Keep, resolveRef:0
Reading value:table, resolveRef:0
Reading key:t_allLeaders, resolveRef:0
Reading value:table, resolveRef:0
Reading key:Unit, resolveRef:0
Reading value:table, resolveRef:0
Reading key:EXTID_DemolitionCharge, resolveRef:0
Reading value:demolition_charge_ext, resolveRef:0
Reading key:DB_Button3, resolveRef:0
Reading value:table, resolveRef:0
Reading key:STATEID_Dead, resolveRef:0
Reading value:table, resolveRef:0
Reading key:ARMY_STATUS_ATTACKING, resolveRef:0
Reading value:Attacking, resolveRef:0
Reading key:ObjectiveType_Tip, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_PathfindingCanBuildBlockersRemoved, resolveRef:0
Reading value:[3014656], resolveRef:0
Reading key:SCMD_JoinFormationSquadGroup, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_EntityOwnerChange, resolveRef:0
Reading value:[327680], resolveRef:0
Reading key:KPR_Surrendered, resolveRef:0
Reading value:table, resolveRef:0
Reading key:CE_ABBIMPROVEDDEPOSITSTRACKING, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:mkr_reinforce_2, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_OccupiedBuildingChangedOwner, resolveRef:0
Reading value:[1310720], resolveRef:0
Reading key:CMD_CancelProduction, resolveRef:0
Reading value:table, resolveRef:0
Reading key:EXTID_TeamWeaponUser, resolveRef:0
Reading value:team_weapon_user_ext, resolveRef:0
Reading key:ST_NIL, resolveRef:0
Reading value:table, resolveRef:0
Reading key:SCMD_Ability, resolveRef:0
Reading value:table, resolveRef:0
Reading key:GE_SquadSizeChanged, resolveRef:0
Reading value:[7667712], resolveRef:0
Reading key:PBG_Formation, resolveRef:0
Reading value:[1310720], resolveRef:0
Reading key:GE_PathfindingBlockersUpdated, resolveRef:0
Reading value:[3080192], resolveRef:0
